COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,CBFWAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTEQLOCATION,SMOLTEQLOCPTCODE,OUTMIGRATIONYEAR,CONTACTAGENCY,METHODNUMBER,BESTVALUE,TOTALNATURAL,TOTALNATURALLOWERLIMIT,TOTALNATURALUPPERLIMIT,TOTALNATURALALPHA,AGE0PROP,AGE0PROPLOWERLIMIT,AGE0PROPUPPERLIMIT,AGE1PROP,AGE1PROPLOWERLIMIT,AGE1PROPUPPERLIMIT,AGE2PROP,AGE2PROPLOWERLIMIT,AGE2PROPUPPERLIMIT,AGE3PROP,AGE3PROPLOWERLIMIT,AGE3PROPUPPERLIMIT,AGE4PLUSPROP,AGE4PLUSPROPLOWERLIMIT,AGE4PLUSPROPUPPERLIMIT,AGEPROPALPHA,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,LASTUPDATED,INDICATORLOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,UPDDATE,DATAENTRY,DATAENTRYNOTES,COMPILERRECORDID,PUBLISH,SNLOADDATE,VALIDATIONDATE,LASTMODIFIEDDATE,DOWNLOADDATE,DISPLAYNOTE,HLI_LASTUPDATED,ID
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,107,330,Okanogan River,Okanogan River - summer Steelhead,Steelhead (Upper Columbia River DPS) Okanogan River - summer,Okanogan River Summer Steelhead,Steelhead,Same,,Omak Creek,,2010,Confederated Tribes of the Colville Reservation,1,Yes,6852,,,,,,,,,,,,,,,,,,,,Upper Columbia River ESU Steelhead Stock Assessment (2010-034-00) v1.0; Natural Spawner Abundance v1.0; Weirs v1.0; Protocol: Okanogan Basin Monitoring & Evaluation Program - Adult Abundance - Adult Weir & Video Array v1.0; Protocol: Okanogan Basin Monit,https://www.monitoringmethods.org/Protocol/Details/235; https://www.monitoringmethods.org/Method/Details/508; https://www.monitoringmethods.org/Method/details/145; https://www.monitoringmethods.org/Protocol/Details/6; https://www.monitoringmethods.org/Pro,,,,average of all years due to incomplete RST data,No,Final,,,John,Arterburn,509-422-7424,john.arterburn@colvilletribes.com,,CCT,,,,,,Yes,Aug 12 2016  5:25PM,Aug 21 2018 11:30AM,Aug 21 2018 11:29AM,Feb  8 2019 10:00PM,HLI only,Aug 21 2018 11:29AM,583B478F-9450-4B8E-A53C-818821FA9581
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,107,330,Okanogan River,Okanogan River - summer Steelhead,Steelhead (Upper Columbia River DPS) Okanogan River - summer,Okanogan River Summer Steelhead,Steelhead,Same,,Omak Creek,,2009,Confederated Tribes of the Colville Reservation,1,,6852,,,,,,,,,,,,,,,,,,,,Upper Columbia River ESU Steelhead Stock Assessment (2010-034-00) v1.0; Natural Spawner Abundance v1.0; Weirs v1.0; Protocol: Okanogan Basin Monitoring &amp; Evaluation Program - Adult Abundance - Adult Weir &amp; Video Array v1.0; Protocol: Okanogan Basin Monit,https://www.monitoringmethods.org/Protocol/Details/235; https://www.monitoringmethods.org/Method/Details/508; https://www.monitoringmethods.org/Method/details/145; https://www.monitoringmethods.org/Protocol/Details/6; https://www.monitoringmethods.org/Pro,,,,average of all years due to incomplete RST data,No,Final,,,John,Arterburn,509-422-7424,john.arterburn@colvilletribes.com,,CCT,,,,,,Yes,Jun 13 2018  5:03PM,Aug 21 2018 11:30AM,Aug 21 2018 11:30AM,Feb  8 2019 10:00PM,HLI only,Aug 21 2018 11:30AM,003087D1-3095-46D4-A8C7-A1093FAF8D93
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,107,330,Okanogan River,Okanogan River - summer Steelhead,Steelhead (Upper Columbia River DPS) Okanogan River - summer,Okanogan River Summer Steelhead,Steelhead,Same,,Omak Creek,,2008,Confederated Tribes of the Colville Reservation,1,Yes,11278,,,,,,,,,,,,,,,,,,,,Upper Columbia River ESU Steelhead Stock Assessment (2010-034-00) v1.0; Natural Spawner Abundance v1.0; Weirs v1.0; Protocol: Okanogan Basin Monitoring & Evaluation Program - Adult Abundance - Adult Weir & Video Array v1.0; Protocol: Okanogan Basin Monit,https://www.monitoringmethods.org/Protocol/Details/235; https://www.monitoringmethods.org/Method/Details/508; https://www.monitoringmethods.org/Method/details/145; https://www.monitoringmethods.org/Protocol/Details/6; https://www.monitoringmethods.org/Pro,,,,,No,Final,,,John,Arterburn,509-422-7424,john.arterburn@colvilletribes.com,,CCT,,,,,,Yes,Aug 12 2016  5:25PM,Aug 21 2018 11:30AM,Aug 21 2018 11:29AM,Feb  8 2019 10:00PM,HLI only,Aug 21 2018 11:29AM,C8A88AA8-DEC3-4046-B119-D7D16BFC1EF3
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,107,330,Okanogan River,Okanogan River - summer Steelhead,Steelhead (Upper Columbia River DPS) Okanogan River - summer,Okanogan River Summer Steelhead,Steelhead,Same,,Omak Creek,,2007,Confederated Tribes of the Colville Reservation,1,Yes,4870,,,,,,,,,,,,,,,,,,,,Upper Columbia River ESU Steelhead Stock Assessment (2010-034-00) v1.0; Natural Spawner Abundance v1.0; Weirs v1.0; Protocol: Okanogan Basin Monitoring & Evaluation Program - Adult Abundance - Adult Weir & Video Array v1.0; Protocol: Okanogan Basin Monit,https://www.monitoringmethods.org/Protocol/Details/235; https://www.monitoringmethods.org/Method/Details/508; https://www.monitoringmethods.org/Method/details/145; https://www.monitoringmethods.org/Protocol/Details/6; https://www.monitoringmethods.org/Pro,,,,,No,Final,,,John,Arterburn,509-422-7424,john.arterburn@colvilletribes.com,,CCT,,,,,,Yes,Aug 12 2016  5:25PM,Aug 21 2018 11:30AM,Aug 21 2018 11:29AM,Feb  8 2019 10:00PM,HLI only,Aug 21 2018 11:29AM,28131418-4355-4BF4-9B5A-C651DDDE2D11
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2016,Washington Department of Fish And Wildlife,1,Yes,10135,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2017  3:26PM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,496DEB7D-5056-8E43-35EA-5FB4E4684B32
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2015,Washington Department of Fish And Wildlife,1,Yes,8632,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Jul  6 2016  8:19AM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,87EC917C-5056-8E43-352A-3ACBAA94DF9C
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2013,Washington Department of Fish And Wildlife,1,Yes,10813,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C6D5EA-EF91-7C7E-08B1-EF7015A889A7
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2010,Washington Department of Fish And Wildlife,1,Yes,36826,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C6C061-C061-C5B1-A369-DF40731EC23A
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2009,Washington Department of Fish And Wildlife,1,Yes,27513,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C6ABB0-B7B2-882B-B0D5-8AF2529E04E4
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2008,Washington Department of Fish And Wildlife,1,Yes,31902,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C695B7-0378-2A9B-DCD7-0A98B43C228A
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2007,Washington Department of Fish And Wildlife,1,Yes,85443,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C68110-DBDE-C86C-D59D-D5331772ECF8
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2006,Washington Department of Fish And Wildlife,1,Yes,17499,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C66B1F-ED67-19AA-F44B-34981773C67B
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2005,Washington Department of Fish And Wildlife,1,Yes,41414,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:08PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C65573-B4F1-8C2E-39EA-F7717CD20038
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2004,Washington Department of Fish And Wildlife,1,Yes,32344,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:07PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C640A1-09CB-22E1-81E3-7F647F5E2BE6
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2003,Washington Department of Fish And Wildlife,1,Yes,32710,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:07PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C62B77-9FAB-1F75-236E-96275F03587F
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2002,Washington Department of Fish And Wildlife,1,Yes,36790,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:07PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C61788-BAEB-3C53-6034-678FE08DD56A
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2001,Washington Department of Fish And Wildlife,1,Yes,27114,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:07PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C601FE-0833-F355-408D-23416186A8C1
Steelhead,Summer,Interior Columbia,Steelhead (Upper Columbia River DPS),North Cascades,108,331,Wenatchee River,Wenatchee River - summer Steelhead,Steelhead (Upper Columbia River DPS) Wenatchee River - summer,,,Same,,Wenatchee River,,2000,Washington Department of Fish And Wildlife,1,Yes,33255,,,,,,,,,,,,,,,,,,,,,https://fortress.wa.gov/dfw/score/score/,,,,,No,Final,Aug 23 2017 12:00AM,,Josh,Williams,(509) 664-3148,Josh.Williams@dfw.wa.gov,,WDFW,12576,,Robert Woodard,,,Yes,Mar 10 2016  9:57AM,May 29 2018 12:07PM,May 29 2018 12:07PM,Feb  8 2019 10:00PM,HLI only,May 29 2018 12:07PM,D0C5EC75-BEC0-703C-873F-3E6055250631
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2017,Oregon Department of Fish and Wildlife,1,Yes,6747,6492,7002,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:52AM,Feb  8 2019  1:14PM,Feb  8 2019  1:13PM,Feb  8 2019 10:00PM,Age Data,,D6E12B0D-03B3-49AD-B225-986D70201372
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2016,Oregon Department of Fish and Wildlife,1,Yes,4972,4856,5088,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:50AM,Feb  8 2019  1:13PM,Feb  8 2019  1:13PM,Feb  8 2019 10:00PM,Age Data,,B548F2B2-D1B1-4A6D-A357-ED4440880ECB
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2015,Oregon Department of Fish and Wildlife,1,Yes,6869,6687,7051,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:48AM,Feb  8 2019  1:13PM,Feb  8 2019  1:13PM,Feb  8 2019 10:00PM,Age Data,,5241B15A-3A6E-4A86-9747-32FF62C0E709
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2014,Oregon Department of Fish and Wildlife,1,Yes,9566,9182,9950,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:49AM,Feb  8 2019  1:13PM,Feb  8 2019  1:13PM,Feb  8 2019 10:00PM,Age Data,,75DDD076-BBEF-4ACF-8BED-69BCFA84894F
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2013,Oregon Department of Fish and Wildlife,1,Yes,8128,7905,8351,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:46AM,Feb  8 2019  1:13PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Age Data,,0C423FBA-2B29-4E51-A732-7118EA1CE8B5
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2012,Oregon Department of Fish and Wildlife,1,Yes,7553,7169,7937,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:50AM,Feb  8 2019  1:13PM,Feb  8 2019  1:13PM,Feb  8 2019 10:00PM,Age Data,,AD9FC551-F2AE-49CD-9E14-58D8E71C43DD
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2011,Oregon Department of Fish and Wildlife,1,Yes,5973,5765,6181,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:48AM,Feb  8 2019  1:13PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Age Data,,3F943DD7-E336-4BA1-8466-2CFF18DA2243
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2010,Oregon Department of Fish and Wildlife,1,Yes,7864,7576,8152,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:48AM,Feb  8 2019  1:13PM,Feb  8 2019  1:13PM,Feb  8 2019 10:00PM,Age Data,,3FF54F3D-0290-45A5-AF75-015C75340974
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2009,Oregon Department of Fish and Wildlife,1,Yes,9771,9424,10118,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:47AM,Feb  8 2019  1:13PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Age Data,,2928A592-938B-4D63-99D4-9D0CC13108C9
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2008,Oregon Department of Fish and Wildlife,1,Yes,6172,5929,6415,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:51AM,Feb  8 2019  1:13PM,Feb  8 2019  1:13PM,Feb  8 2019 10:00PM,Age Data,,B5CF28DC-44CE-49E8-9EA8-4AA41C3F3621
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2007,Oregon Department of Fish and Wildlife,1,Yes,7393,7066,7720,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:53AM,Feb  8 2019  1:14PM,Feb  8 2019  1:13PM,Feb  8 2019 10:00PM,Age Data,,FE1F51D4-CFF7-4E09-B2D8-55E09F40E867
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,113,153,Alsea River,Alsea River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Alsea River - fall",,Alsea River,Portion,Estimate is for Cascade Creek only.,Cascade Creek,,2006,Oregon Department of Fish and Wildlife,1,Yes,5199,4960,5438,0.05,,,,,,,1,,,,,,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 16 2018 12:00AM,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 16 2018 12:00AM,Jake Chambers,Corvallis Research,30222110329,Yes,May 18 2018  8:47AM,Feb  8 2019  1:13PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Age Data,,2F2B1C96-22DC-4A37-A7B6-1863E285D18A
