COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,CBFWAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,LASTUPDATED,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,UPDDATE,DATAENTRY,DATAENTRYNOTES,COMPILERRECORDID,PUBLISH,SNLOADDATE,VALIDATIONDATE,LASTMODIFIEDDATE,DOWNLOADDATE,DISPLAYNOTE,HLI_LASTUPDATED,ID
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2010,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,38.42,,,,No,,Natural,3326,2999,3653,0.05,1278,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:40AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,4E6EFD66-FFF5-4A15-AB16-ECC4080CFD34
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2009,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,13.27,,,,No,,Natural,9587,8705,10469,0.05,1272,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:41AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,7345FF17-EEAA-4393-9F73-54A3985C51DD
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2008,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,21.91,,,,No,,Natural,5280,5004,5556,0.05,1157,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:39AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,224EDAF0-F989-4A9F-9E07-62447256FBD4
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2007,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,13.5,,,,No,,Natural,5807,5419,6195,0.05,784,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:38AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,06C8619A-DC78-48E1-8E7E-001FE3D51F83
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2006,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,2.76,,,,No,,Natural,10210,9755,10665,0.05,282,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:40AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,47F13B5D-AF93-4383-BEE4-DBC84C07267C
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2005,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,3.82,,,,No,,Natural,12886,11832,13940,0.05,492,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:40AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,3D83843B-3B58-431B-AE50-82FEC8EDB1C4
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2004,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,6.26,,,,No,,Natural,8089,7450,8728,0.05,506,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:41AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,56EA90BF-56E4-4575-B779-6C1CB4315A1B
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2003,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,13.25,,,,No,,Natural,8715,8066,9364,0.05,1155,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:45AM,Feb  8 2019  1:13PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Metrics,,DA42369E-2552-48F6-AEEC-AA9E9B5686B0
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2002,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,18.44,,,,No,,Natural,6590,6037,7143,0.05,1215,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:46AM,Feb  8 2019  1:13PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Metrics,,FFE497CD-7B4C-4D74-8A33-061A05484E28
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2001,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,14.24,,,,No,,Natural,7355,6626,8084,0.05,1047,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:41AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,5F11DA1C-A364-4DC7-B5AC-200DDC6E8213
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,2000,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,11.49,,,,No,,Natural,5432,4846,6018,0.05,624,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:46AM,Feb  8 2019  1:13PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Metrics,,FD569A17-8E60-46E3-9724-FC2C367DDDC2
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,1999,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,3,,,,No,,Natural,2136,1853,2419,0.05,64,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:39AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,162CB4CA-5D2D-4FE0-8E04-8F14D0B45E4E
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,1998,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,1.4,,,,No,,Natural,6572,5864,7280,0.05,92,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:39AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,250C70DA-D205-4945-863B-B16DC156383C
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-Coast,140,208,Yaquina River,Yaquina River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Yaquina River - fall",,Yaquina River,Portion,Estimate is for Mill Creek only.,Mill Creek,Smolts outmigrating past a point,,Mill Creek,From Mill Creek to Mill Creek,Excluding jacks,Yaquina River fall coho population,1997,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,10.49,,,,No,,Natural,1315,1025,1605,0.05,138,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110326,Yes,May 18 2018  8:44AM,Feb  8 2019  1:12PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Metrics,,CCD2F463-42A0-4E89-A8A1-2AB67F817795
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,141,164,Coos River,Coos River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Coos River - fall",,Coos River,Portion,Estimate is for Winchester Creek only.,Winchester Creek,Smolts outmigrating past a point,,Winchester Creek,From Winchester Creek to Winchester Creek,Excluding jacks,Coos River fall coho population,2016,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,0.38,,,,No,,Natural,6007,3543,8471,0.05,23,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110351,Yes,May 18 2018  8:43AM,Feb  8 2019  1:12PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Metrics,,B828C7B6-E52D-44EE-AB8C-F8168158AA49
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,141,164,Coos River,Coos River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Coos River - fall",,Coos River,Portion,Estimate is for Winchester Creek only.,Winchester Creek,Smolts outmigrating past a point,,Winchester Creek,From Winchester Creek to Winchester Creek,Excluding jacks,Coos River fall coho population,2015,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,0.41,,,,No,,Natural,3397,575,6219,0.05,14,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110351,Yes,May 18 2018  8:39AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,253A01B4-5F0A-4786-AEB1-18B0C190ADC0
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,141,164,Coos River,Coos River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Coos River - fall",,Coos River,Portion,Estimate is for Winchester Creek only.,Winchester Creek,Smolts outmigrating past a point,,Winchester Creek,From Winchester Creek to Winchester Creek,Excluding jacks,Coos River fall coho population,2014,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,0.95,,,,No,,Natural,2631,822,4440,0.05,25,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110351,Yes,May 18 2018  8:41AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,530665E3-1483-4314-84B4-63094DA9E2BE
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,141,164,Coos River,Coos River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Coos River - fall",,Coos River,Portion,Estimate is for Winchester Creek only.,Winchester Creek,Smolts outmigrating past a point,,Winchester Creek,From Winchester Creek to Winchester Creek,Excluding jacks,Coos River fall coho population,2013,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,4.92,,,,No,,Natural,3455,1803,5107,0.05,170,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110351,Yes,May 18 2018  8:39AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,2EF14F7F-C60C-4BEE-A121-7C0990C0ED62
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,141,164,Coos River,Coos River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Coos River - fall",,Coos River,Portion,Estimate is for Winchester Creek only.,Winchester Creek,Smolts outmigrating past a point,,Winchester Creek,From Winchester Creek to Winchester Creek,Excluding jacks,Coos River fall coho population,2011,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,3.58,,,,No,,Natural,2206,1155,3257,0.05,79,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110351,Yes,May 18 2018  8:42AM,Feb  8 2019  1:12PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Metrics,,953F5EE7-7A66-4819-98A0-B163809BAEB5
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,141,164,Coos River,Coos River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Coos River - fall",,Coos River,Portion,Estimate is for Winchester Creek only.,Winchester Creek,Smolts outmigrating past a point,,Winchester Creek,From Winchester Creek to Winchester Creek,Excluding jacks,Coos River fall coho population,2010,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,2.72,,,,No,,Natural,3966,2772,5160,0.05,108,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110351,Yes,May 18 2018  8:40AM,Feb  8 2019  1:12PM,Feb  8 2019  1:11PM,Feb  8 2019 10:00PM,Metrics,,418F9855-84B5-475C-A74B-2895D7FB2D5E
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,141,164,Coos River,Coos River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Coos River - fall",,Coos River,Portion,Estimate is for Winchester Creek only.,Winchester Creek,Smolts outmigrating past a point,,Winchester Creek,From Winchester Creek to Winchester Creek,Excluding jacks,Coos River fall coho population,2009,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,1.75,,,,No,,Natural,1539,651,2427,0.05,27,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110351,Yes,May 18 2018  8:44AM,Feb  8 2019  1:12PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Metrics,,C5D8AEFA-A124-43EC-B6A6-14C4C7295FC0
Coho salmon,Fall,Oregon Coast,"Salmon, coho (Oregon Coast ESU)",Mid-South Coast,141,164,Coos River,Coos River - fall Coho salmon,"Salmon, coho (Oregon Coast ESU) Coos River - fall",,Coos River,Portion,Estimate is for Winchester Creek only.,Winchester Creek,Smolts outmigrating past a point,,Winchester Creek,From Winchester Creek to Winchester Creek,Excluding jacks,Coos River fall coho population,2008,No,ODFW,Oregon Department of Fish and Wildlife,1,Yes,2.97,,,,No,,Natural,3336,2213,4459,0.05,99,,,,Returns to a weir,Not adjusted,,,,,"Salmonid Life-Cycle Monitoring in Western Oregon Streams, 2012-2014",https://nrimp.dfw.state.or.us/crl/Reports/AnnPro/LCMRpt2014.pdf,,,,,No,Final,May 17 2018 12:00AM,http://odfwrecoverytracker.org/,http://odfwrecoverytracker.org/,,Julie,Firman,541-757-5108,julie.firman@oregonstate.edu,,ODFW,,May 17 2018 12:00AM,Jake Chambers,Corvallis Research,30222110351,Yes,May 18 2018  8:43AM,Feb  8 2019  1:12PM,Feb  8 2019  1:12PM,Feb  8 2019 10:00PM,Metrics,,A93A1C20-945D-4A0E-8EC6-367FDBBA224C
